,Variable,SHAP_abs,Corr,Sign
359,rx_gpi2_13_ind,0.0,0.0,blue
360,submcc_inj_org_ind,0.0,0.0,blue
361,submcc_mus_othr_ind,0.0,0.0,blue
362,rx_gpi2_67_ind,0.0,0.0,blue
363,submcc_rsk_pcos_ind,0.0,0.0,blue
356,submcc_vco_care_ind,0.0,0.0,blue
364,submcc_pre_ect_ind,0.0,0.0,blue
366,submcc_cir_hbp_ind,0.0,0.0,blue
367,submcc_skn_othr_ind,0.0,0.0,blue
368,submcc_hdz_myop_ind,0.0,0.0,blue
370,rx_gpi2_76_ind,0.0,0.0,blue
371,rx_gpi2_46_ind,0.0,0.0,blue
372,submcc_vco_exam_ind,0.0,0.0,blue
373,rx_gpi2_39_ind,0.0,0.0,blue
365,rx_gpi2_38_ind,0.0,0.0,blue
355,submcc_res_fail_ind,0.0,0.0,blue
354,betos_d1d_ind,0.0,0.0,blue
353,rx_gpi2_28_ind,0.0,0.0,blue
335,submcc_rar_lup_ind,0.0,0.0,blue
336,rx_gpi2_58_ind,0.0,0.0,blue
337,submcc_trm_fxu_ind,0.0,0.0,blue
338,rx_gpi2_72_ind,0.0,0.0,blue
339,submcc_end_meta_ind,0.0,0.0,blue
340,submcc_pre_com_ind,0.0,0.0,blue
341,rx_generic_ind,0.0,0.0,blue
342,submcc_hiv_pcp_ind,0.0,0.0,blue
343,rx_gpi2_85_ind,0.0,0.0,blue
344,submcc_end_nutr_ind,0.0,0.0,blue
345,submcc_res_inf_ind,0.0,0.0,blue
346,submcc_end_othr_ind,0.0,0.0,blue
347,submcc_ano_gu_ind,0.0,0.0,blue
348,rx_gpi2_24_ind,0.0,0.0,blue
349,submcc_rar_pol_ind,0.0,0.0,blue
350,submcc_can_dig_ind,0.0,0.0,blue
351,submcc_trm_skul_ind,0.0,0.0,blue
375,submcc_men_schz_ind,0.0,0.0,blue
376,submcc_sns_othr_ind,0.0,0.0,blue
377,rx_gpi2_03_ind,0.0,0.0,blue
378,rx_maint_ind,0.0,0.0,blue
400,rx_gpi2_68_ind,0.0,0.0,blue
401,submcc_pre_mul_ind,0.0,0.0,blue
402,submcc_cad_ptca_ind,0.0,0.0,blue
403,submcc_dig_p/b_ind,0.0,0.0,blue
404,rx_gpi2_98_ind,0.0,0.0,blue
405,rx_gpi2_20_ind,0.0,0.0,blue
406,rx_gpi2_07_ind,0.0,0.0,blue
407,submcc_ner_othr_ind,0.0,0.0,blue
408,submcc_rar_ra_ind,0.0,0.0,blue
409,submcc_inf_othr_ind,0.0,0.0,blue
410,submcc_dig_liv_ind,0.0,0.0,blue
411,submcc_gus_kub_ind,0.0,0.0,blue
412,submcc_brn_acc_ind,0.0,0.0,blue
413,submcc_dia_othr_ind,0.0,0.0,blue
414,submcc_cer_hem_ind,0.0,0.0,blue
415,submcc_ben_othr_ind,0.0,0.0,blue
416,submcc_inj_drug_ind,0.0,0.0,blue
399,submcc_hdz_valv_ind,0.0,0.0,blue
418,betos_y2_ind,0.0,0.0,blue
398,rx_gpi2_80_ind,0.0,0.0,blue
396,rx_gpi2_37_ind,0.0,0.0,blue
379,rx_gpi2_82_ind,0.0,0.0,blue
380,submcc_can_h/o_ind,0.0,0.0,blue
381,submcc_rar_mg_ind,0.0,0.0,blue
382,submcc_trm_f/n_ind,0.0,0.0,blue
383,submcc_pre_l/d_ind,0.0,0.0,blue
384,submcc_pre_care_ind,0.0,0.0,blue
385,rx_gpi2_77_ind,0.0,0.0,blue
386,submcc_mus_inf_ind,0.0,0.0,blue
387,submcc_vco_vac_ind,0.0,0.0,blue
388,submcc_sns_chst_ind,0.0,0.0,blue
389,submcc_rsk_glu_ind,0.0,0.0,blue
390,submcc_can_brst_ind,0.0,0.0,blue
391,submcc_skn_inf_ind,0.0,0.0,blue
392,submcc_bld_anem_ind,0.0,0.0,blue
393,betos_o1g_ind,0.0,0.0,blue
394,submcc_ano_dig_ind,0.0,0.0,blue
395,submcc_mus_atrp_ind,0.0,0.0,blue
397,submcc_men_depr_ind,0.0,0.0,blue
609,rx_gpi2_43_pmpm_ct,0.0,0.0,blue
611,rx_gpi2_45_pmpm_ct,0.0,0.0,blue
612,rx_gpi2_46_pmpm_ct,0.0,0.0,blue
769,submcc_pre_del_pmpm_ct,0.0,0.0,blue
770,submcc_pre_ect_pmpm_ct,0.0,0.0,blue
771,submcc_pre_l/d_pmpm_ct,0.0,0.0,blue
772,submcc_pre_mul_pmpm_ct,0.0,0.0,blue
773,submcc_pre_othr_pmpm_ct,0.0,0.0,blue
774,submcc_rar_als_pmpm_ct,0.0,0.0,blue
775,submcc_rar_cf_pmpm_ct,0.0,0.0,blue
768,submcc_pre_com_pmpm_ct,0.0,0.0,blue
777,submcc_rar_drm_pmpm_ct,0.0,0.0,blue
779,submcc_rar_lup_pmpm_ct,0.0,0.0,blue
780,submcc_rar_mg_pmpm_ct,0.0,0.0,blue
781,submcc_rar_ms_pmpm_ct,0.0,0.0,blue
782,submcc_rar_othr_pmpm_ct,0.0,0.0,blue
783,submcc_rar_par_pmpm_ct,0.0,0.0,blue
784,submcc_rar_pol_pmpm_ct,0.0,0.0,blue
785,submcc_rar_ra_pmpm_ct,0.0,0.0,blue
778,submcc_rar_hem_pmpm_ct,0.0,0.0,blue
767,submcc_pre_care_pmpm_ct,0.0,0.0,blue
765,submcc_ner_migr_pmpm_ct,0.0,0.0,blue
764,submcc_ner_infl_pmpm_ct,0.0,0.0,blue
736,submcc_hiv_othr_pmpm_ct,0.0,0.0,blue
737,submcc_hiv_pcp_pmpm_ct,0.0,0.0,blue
738,submcc_inf_cand_pmpm_ct,0.0,0.0,blue
739,submcc_inf_men_pmpm_ct,0.0,0.0,blue
740,submcc_inf_myco_pmpm_ct,0.0,0.0,blue
741,submcc_inf_othr_pmpm_ct,0.0,0.0,blue
743,submcc_inj_comp_pmpm_ct,0.0,0.0,blue
744,submcc_inj_drug_pmpm_ct,0.0,0.0,blue
751,submcc_men_schz_pmpm_ct,0.0,0.0,blue
753,submcc_mus_atrp_pmpm_ct,0.0,0.0,blue
755,submcc_mus_form_pmpm_ct,0.0,0.0,blue
756,submcc_mus_inf_pmpm_ct,0.0,0.0,blue
758,submcc_mus_oste_pmpm_ct,0.0,0.0,blue
760,submcc_mus_soft_pmpm_ct,0.0,0.0,blue
761,submcc_neo_fh/ho_pmpm_ct,0.0,0.0,blue
762,submcc_ner_deg_pmpm_ct,0.0,0.0,blue
763,submcc_ner_epil_pmpm_ct,0.0,0.0,blue
786,submcc_rar_sca_pmpm_ct,0.0,0.0,blue
787,submcc_rar_scl_pmpm_ct,0.0,0.0,blue
789,submcc_res_asth_pmpm_ct,0.0,0.0,blue
791,submcc_res_fail_pmpm_ct,0.0,0.0,blue
822,submcc_trm_spfx_pmpm_ct,0.0,0.0,blue
823,submcc_trm_spnj_pmpm_ct,0.0,0.0,blue
825,submcc_vco_end_pmpm_ct,0.0,0.0,blue
828,submcc_vco_vac_pmpm_ct,0.0,0.0,blue
831,total_ip_ltach_admit_ct_pmpm,0.0,0.0,blue
832,total_ip_maternity_admit_ct_pmpm,0.0,0.0,blue
833,total_ip_mhsa_admit_ct_pmpm,0.0,0.0,blue
834,total_ip_rehab_admit_ct_pmpm,0.0,0.0,blue
836,total_ip_rehab_admit_days_pmpm,0.0,0.0,blue
838,med_ip_rehab_admit_days_pmpm,0.0,0.0,blue
839,total_ip_mhsa_admit_days_pmpm,0.0,0.0,blue
841,cons_n2mob,0.0,0.0,blue
843,hlth_pgm_slvrsnkr_pct_par,0.0,0.0,blue
845,pdc_cvd,0.0,0.0,blue
847,pdc_dia,0.0,0.0,blue
848,total_ip_acute_admit_days_pmpm,0.0,0.0,blue
851,pdc_lip,0.0,0.0,blue
821,submcc_trm_skul_pmpm_ct,0.0,0.0,blue
735,submcc_hiv_kapo_pmpm_ct,0.0,0.0,blue
820,submcc_trm_prly_pmpm_ct,0.0,0.0,blue
818,submcc_trm_fxul_pmpm_ct,0.0,0.0,blue
793,submcc_res_othr_pmpm_ct,0.0,0.0,blue
794,submcc_rsk_an_pmpm_ct,0.0,0.0,blue
796,submcc_rsk_coag_pmpm_ct,0.0,0.0,blue
797,submcc_rsk_fh/h_pmpm_ct,0.0,0.0,blue
801,submcc_rsk_othr_pmpm_ct,0.0,0.0,blue
802,submcc_rsk_pcos_pmpm_ct,0.0,0.0,blue
804,submcc_rsk_synx_pmpm_ct,0.0,0.0,blue
805,submcc_skn_inf_pmpm_ct,0.0,0.0,blue
806,submcc_skn_othr_pmpm_ct,0.0,0.0,blue
808,submcc_sns_chst_pmpm_ct,0.0,0.0,blue
809,submcc_sns_coma_pmpm_ct,0.0,0.0,blue
810,submcc_sns_cons_pmpm_ct,0.0,0.0,blue
811,submcc_sns_dth_pmpm_ct,0.0,0.0,blue
814,submcc_sor_eye_pmpm_ct,0.0,0.0,blue
815,submcc_trm_brn_pmpm_ct,0.0,0.0,blue
816,submcc_trm_f/n_pmpm_ct,0.0,0.0,blue
817,submcc_trm_fxu_pmpm_ct,0.0,0.0,blue
819,submcc_trm_hip_pmpm_ct,0.0,0.0,blue
734,submcc_hdz_valv_pmpm_ct,0.0,0.0,blue
733,submcc_hdz_surg_pmpm_ct,0.0,0.0,blue
731,submcc_hdz_myop_pmpm_ct,0.0,0.0,blue
643,rx_gpi2_79_pmpm_ct,0.0,0.0,blue
644,rx_gpi2_80_pmpm_ct,0.0,0.0,blue
645,rx_gpi2_81_pmpm_ct,0.0,0.0,blue
646,rx_gpi2_82_pmpm_ct,0.0,0.0,blue
648,rx_gpi2_84_pmpm_ct,0.0,0.0,blue
651,rx_gpi2_87_pmpm_ct,0.0,0.0,blue
653,rx_gpi2_89_pmpm_ct,0.0,0.0,blue
655,rx_gpi2_92_pmpm_ct,0.0,0.0,blue
656,rx_gpi2_93_pmpm_ct,0.0,0.0,blue
657,rx_gpi2_94_pmpm_ct,0.0,0.0,blue
658,rx_gpi2_95_pmpm_ct,0.0,0.0,blue
659,rx_gpi2_96_pmpm_ct,0.0,0.0,blue
660,rx_gpi2_97_pmpm_ct,0.0,0.0,blue
661,rx_gpi2_98_pmpm_ct,0.0,0.0,blue
662,rx_gpi2_99_pmpm_ct,0.0,0.0,blue
666,submcc_ano_cns_pmpm_ct,0.0,0.0,blue
667,submcc_ano_dig_pmpm_ct,0.0,0.0,blue
642,rx_gpi2_78_pmpm_ct,0.0,0.0,blue
668,submcc_ano_gu_pmpm_ct,0.0,0.0,blue
641,rx_gpi2_77_pmpm_ct,0.0,0.0,blue
638,rx_gpi2_74_pmpm_ct,0.0,0.0,blue
613,rx_gpi2_47_pmpm_ct,0.0,0.0,blue
614,rx_gpi2_48_pmpm_ct,0.0,0.0,blue
616,rx_gpi2_50_pmpm_ct,0.0,0.0,blue
617,rx_gpi2_51_pmpm_ct,0.0,0.0,blue
618,rx_gpi2_52_pmpm_ct,0.0,0.0,blue
619,rx_gpi2_53_pmpm_ct,0.0,0.0,blue
621,rx_gpi2_55_pmpm_ct,0.0,0.0,blue
622,rx_gpi2_56_pmpm_ct,0.0,0.0,blue
626,rx_gpi2_60_pmpm_ct,0.0,0.0,blue
627,rx_gpi2_61_pmpm_ct,0.0,0.0,blue
628,rx_gpi2_62_pmpm_ct,0.0,0.0,blue
629,rx_gpi2_64_pmpm_ct,0.0,0.0,blue
631,rx_gpi2_66_pmpm_ct,0.0,0.0,blue
632,rx_gpi2_67_pmpm_ct,0.0,0.0,blue
633,rx_gpi2_68_pmpm_ct,0.0,0.0,blue
634,rx_gpi2_69_pmpm_ct,0.0,0.0,blue
635,rx_gpi2_70_pmpm_ct,0.0,0.0,blue
640,rx_gpi2_76_pmpm_ct,0.0,0.0,blue
334,betos_o1b_ind,0.0,0.0,blue
669,submcc_ano_hrt_pmpm_ct,0.0,0.0,blue
671,submcc_ano_othr_pmpm_ct,0.0,0.0,blue
696,submcc_can_othr_pmpm_ct,0.0,0.0,blue
697,submcc_can_res_pmpm_ct,0.0,0.0,blue
698,submcc_can_sec_pmpm_ct,0.0,0.0,blue
699,submcc_can_skn_pmpm_ct,0.0,0.0,blue
700,submcc_cer_hem_pmpm_ct,0.0,0.0,blue
703,submcc_cer_tia_pmpm_ct,0.0,0.0,blue
708,submcc_dia_eye_pmpm_ct,0.0,0.0,blue
709,submcc_dia_nep_pmpm_ct,0.0,0.0,blue
715,submcc_dig_othr_pmpm_ct,0.0,0.0,blue
716,submcc_dig_p/b_pmpm_ct,0.0,0.0,blue
718,submcc_end_gld_pmpm_ct,0.0,0.0,blue
719,submcc_end_meta_pmpm_ct,0.0,0.0,blue
721,submcc_end_othr_pmpm_ct,0.0,0.0,blue
723,submcc_gus_brst_pmpm_ct,0.0,0.0,blue
724,submcc_gus_fem_pmpm_ct,0.0,0.0,blue
729,submcc_hdz_it_i_pmpm_ct,0.0,0.0,blue
730,submcc_hdz_it_is_pmpm_ct,0.0,0.0,blue
695,submcc_can_ner_pmpm_ct,0.0,0.0,blue
670,submcc_ano_mus_pmpm_ct,0.0,0.0,blue
694,submcc_can_lymp_pmpm_ct,0.0,0.0,blue
692,submcc_can_h/o_pmpm_ct,0.0,0.0,blue
672,submcc_ben_lymp_pmpm_ct,0.0,0.0,blue
673,submcc_ben_ner_pmpm_ct,0.0,0.0,blue
674,submcc_ben_othr_pmpm_ct,0.0,0.0,blue
675,submcc_ben_unk_pmpm_ct,0.0,0.0,blue
676,submcc_bld_anem_pmpm_ct,0.0,0.0,blue
678,submcc_brn_acc_pmpm_ct,0.0,0.0,blue
679,submcc_brn_othr_pmpm_ct,0.0,0.0,blue
681,submcc_cad_ashd_pmpm_ct,0.0,0.0,blue
682,submcc_cad_cabg_pmpm_ct,0.0,0.0,blue
683,submcc_cad_fh/ho_pmpm_ct,0.0,0.0,blue
685,submcc_cad_mi_pmpm_ct,0.0,0.0,blue
686,submcc_cad_ptca_pmpm_ct,0.0,0.0,blue
687,submcc_can_brst_pmpm_ct,0.0,0.0,blue
688,submcc_can_dig_pmpm_ct,0.0,0.0,blue
689,submcc_can_end_pmpm_ct,0.0,0.0,blue
690,submcc_can_gu_pmpm_ct,0.0,0.0,blue
691,submcc_can_h/n_pmpm_ct,0.0,0.0,blue
693,submcc_can_leuk_pmpm_ct,0.0,0.0,blue
333,rx_gpi2_50_ind,0.0,0.0,blue
429,submcc_sor_eye_ind,0.0,0.0,blue
331,rx_otc_ind,0.0,0.0,blue
140,lab_bun_abn_result_ind,0.0,0.0,blue
141,lab_cholesterol_abn_result_ind,0.0,0.0,blue
142,lab_creatinine_abn_result_ind,0.0,0.0,blue
143,lab_egfr_abn_result_ind,0.0,0.0,blue
144,lab_hba1_c_abn_result_ind,0.0,0.0,blue
145,lab_hemoglobin_abn_result_ind,0.0,0.0,blue
146,phy_em_pe_ind,0.0,0.0,blue
147,phy_em_pi_ind,0.0,0.0,blue
148,phy_em_px_ind,0.0,0.0,blue
149,prov_fb_ind,0.0,0.0,blue
150,prov_pcp_ind,0.0,0.0,blue
151,prov_sp_ind,0.0,0.0,blue
152,prov_spec_addiction_all_ind,0.0,0.0,blue
153,prov_spec_ambulance_ind,0.0,0.0,blue
154,prov_spec_bh_psychiatric_ind,0.0,0.0,blue
155,prov_spec_chiropractic_ind,0.0,0.0,blue
157,prov_spec_med_supply_ind,0.0,0.0,blue
158,prov_spec_nurse_phy_assist_ind,0.0,0.0,blue
159,prov_spec_pain_mgmt_ind,0.0,0.0,blue
139,lab_bnp_abn_result_ind,0.0,0.0,blue
160,prov_spec_phy_general_ind,0.0,0.0,blue
137,cmsd2_sns_general_ind,0.0,0.0,blue
134,cmsd2_mus_polyarthropath_ind,0.0,0.0,blue
108,ccsp_060_ind,0.0,0.0,blue
110,ccsp_080_ind,0.0,0.0,blue
111,ccsp_107_ind,0.0,0.0,blue
112,ccsp_120_ind,0.0,0.0,blue
113,ccsp_125_ind,0.0,0.0,blue
114,ccsp_130_ind,0.0,0.0,blue
115,ccsp_163_ind,0.0,0.0,blue
116,ccsp_169_ind,0.0,0.0,blue
117,ccsp_204_ind,0.0,0.0,blue
118,ccsp_205_ind,0.0,0.0,blue
119,ccsp_212_ind,0.0,0.0,blue
120,ccsp_220_ind,0.0,0.0,blue
121,ccsp_228_ind,0.0,0.0,blue
122,ccsp_236_ind,0.0,0.0,blue
124,ccsp_242_ind,0.0,0.0,blue
127,cms_hospice_ind,0.0,0.0,blue
129,cmsd2_can_unc_neo/plycyth/myelo_ind,0.0,0.0,blue
130,cmsd2_eye_blindness_ind,0.0,0.0,blue
131,cmsd2_gus_m_genital_ind,0.0,0.0,blue
136,cmsd2_skn_radiation_ind,0.0,0.0,blue
107,ccsp_034_ind,0.0,0.0,blue
161,prov_spec_phy_geriatric_ind,0.0,0.0,blue
163,rev_cms_clinic_ind,0.0,0.0,blue
187,betos_o1e_ind,0.0,0.0,blue
188,submcc_pre_del_ind,0.0,0.0,blue
189,submcc_can_gu_ind,0.0,0.0,blue
190,rx_gpi2_16_ind,0.0,0.0,blue
191,submcc_inf_sep_ind,0.0,0.0,blue
192,submcc_can_ner_ind,0.0,0.0,blue
193,submcc_res_copd_ind,0.0,0.0,blue
194,submcc_ner_migr_ind,0.0,0.0,blue
195,submcc_dig_othr_ind,0.0,0.0,blue
196,submcc_can_sec_ind,0.0,0.0,blue
197,rx_gpi2_53_ind,0.0,0.0,blue
198,submcc_vco_end_ind,0.0,0.0,blue
199,betos_t2a_ind,0.0,0.0,blue
200,submcc_rar_drm_ind,0.0,0.0,blue
201,rx_gpi2_81_ind,0.0,0.0,blue
202,submcc_dia_eye_ind,0.0,0.0,blue
203,rx_gpi2_62_ind,0.0,0.0,blue
204,submcc_hdz_othr_ind,0.0,0.0,blue
205,submcc_brn_othr_ind,0.0,0.0,blue
186,rx_gpi2_17_ind,0.0,0.0,blue
162,rev_cms_ambul_ind,0.0,0.0,blue
185,rx_gpi2_84_ind,0.0,0.0,blue
183,rx_gpi2_87_ind,0.0,0.0,blue
164,rev_cms_er_ind,0.0,0.0,blue
165,rev_cms_icu_ind,0.0,0.0,blue
166,rev_cms_lab_ind,0.0,0.0,blue
167,rev_cms_nicu_ind,0.0,0.0,blue
168,rev_cms_phar_ind,0.0,0.0,blue
169,submcc_mus_back_ind,0.0,0.0,blue
170,submcc_cad_ang_ind,0.0,0.0,blue
171,rx_gpi2_31_ind,0.0,0.0,blue
172,submcc_gus_othr_ind,0.0,0.0,blue
332,rx_gpi2_21_ind,0.0,0.0,blue
174,submcc_bld_othr_ind,0.0,0.0,blue
175,rx_gpi2_18_ind,0.0,0.0,blue
176,rx_gpi2_32_ind,0.0,0.0,blue
177,rx_gpi2_66_ind,0.0,0.0,blue
178,submcc_hdz_it_is_ind,0.0,0.0,blue
179,rx_gpi2_78_ind,0.0,0.0,blue
180,rx_gpi2_45_ind,0.0,0.0,blue
181,rx_gpi2_40_ind,0.0,0.0,blue
182,submcc_ano_cns_ind,0.0,0.0,blue
184,submcc_trm_spnj_ind,0.0,0.0,blue
106,ccsp_021_ind,0.0,0.0,blue
105,ccsp_020_ind,0.0,0.0,blue
104,ccsp_014_ind,0.0,0.0,blue
29,cons_cmys_4,0.0,0.0,blue
30,cons_cmys_5,0.0,0.0,blue
31,cons_cmys_6,0.0,0.0,blue
32,cons_hhcomp_B,0.0,0.0,blue
33,cons_hhcomp_C,0.0,0.0,blue
34,cons_hhcomp_D,0.0,0.0,blue
35,cons_hhcomp_E,0.0,0.0,blue
36,cons_hhcomp_F,0.0,0.0,blue
37,cons_hhcomp_G,0.0,0.0,blue
38,cons_hhcomp_H,0.0,0.0,blue
39,cons_hhcomp_I,0.0,0.0,blue
40,cons_hhcomp_J,0.0,0.0,blue
41,cons_hhcomp_K,0.0,0.0,blue
42,cons_hhcomp_L,0.0,0.0,blue
43,cons_hhcomp_U,0.0,0.0,blue
44,cons_hhcomp_X,0.0,0.0,blue
45,lang_spoken_cd_ENG,0.0,0.0,blue
46,lang_spoken_cd_SPA,0.0,0.0,blue
47,hedis_cmc_ldc_c_control_X,0.0,0.0,blue
28,cons_cmys_3,0.0,0.0,blue
48,hedis_cmc_ldc_c_control_Y,0.0,0.0,blue
27,cons_cmys_2,0.0,0.0,blue
24,cons_homstat_X,0.0,0.0,blue
1,dcsi_score,0.0,0.0,blue
4,sex_cd,0.0,0.0,blue
5,cons_hcaccprf_h_0.0,0.0,0.0,blue
6,cons_hcaccprf_h_1.0,0.0,0.0,blue
9,cons_n2029_y_0.0,0.0,0.0,blue
10,cons_n2029_y_1.0,0.0,0.0,blue
11,cons_n65p_y_0.0,0.0,0.0,blue
12,cons_n65p_y_1.0,0.0,0.0,blue
13,cons_online_buyer_0.0,0.0,0.0,blue
14,cons_online_buyer_1.0,0.0,0.0,blue
15,cons_ret_y_0.0,0.0,0.0,blue
16,cons_ret_y_1.0,0.0,0.0,blue
17,cons_retail_buyer_0.0,0.0,0.0,blue
18,cons_retail_buyer_1.0,0.0,0.0,blue
19,cons_veteran_y_0.0,0.0,0.0,blue
20,cons_veteran_y_1.0,0.0,0.0,blue
21,cons_homstat_R,0.0,0.0,blue
22,cons_homstat_T,0.0,0.0,blue
23,cons_homstat_U,0.0,0.0,blue
26,cons_cmys_0,0.0,0.0,blue
49,hedis_cmc_ldc_c_screen_X,0.0,0.0,blue
50,hedis_cmc_ldc_c_screen_Y,0.0,0.0,blue
51,hedis_dia_eye_X,0.0,0.0,blue
80,mabh_seg_C3,0.0,0.0,blue
81,mabh_seg_C4,0.0,0.0,blue
82,mabh_seg_C5,0.0,0.0,blue
83,mabh_seg_C6,0.0,0.0,blue
84,mabh_seg_C7,0.0,0.0,blue
85,mabh_seg_H1,0.0,0.0,blue
86,mabh_seg_H2,0.0,0.0,blue
87,mabh_seg_H3,0.0,0.0,blue
88,mabh_seg_H4,0.0,0.0,blue
89,mabh_seg_H5,0.0,0.0,blue
90,mabh_seg_H6,0.0,0.0,blue
91,mabh_seg_H7,0.0,0.0,blue
92,mabh_seg_H8,0.0,0.0,blue
93,mabh_seg_UNK,0.0,0.0,blue
95,smoker_current_ind,0.0,0.0,blue
97,bh_adtp_ind,0.0,0.0,blue
98,bh_aoth_ind,0.0,0.0,blue
101,bh_cdsb_ind,0.0,0.0,blue
102,bh_cdto_ind,0.0,0.0,blue
79,mabh_seg_C2,0.0,0.0,blue
77,cms_ra_factor_type_cd_SE,0.0,0.0,blue
76,cms_ra_factor_type_cd_I,0.0,0.0,blue
75,cms_ra_factor_type_cd_E,0.0,0.0,blue
52,hedis_dia_eye_Y,0.0,0.0,blue
53,hedis_dia_hba1c_ge9_X,0.0,0.0,blue
54,hedis_dia_hba1c_ge9_Y,0.0,0.0,blue
55,hedis_dia_hba1c_test_X,0.0,0.0,blue
